-12.0	-0.07141803187975729
-11.9	-0.09442984345306889
-11.8	-0.1237828308660777
-11.7	-0.16088254902926682
-11.6	-0.20735090463149639
-11.5	-0.2650367416785811
-11.4	-0.33602209427482577
-11.3	-0.4226234061374441
-11.2	-0.5273872577251972
-11.1	-0.6530804648812932
-11.0	-0.8026748055796679
-10.9	-0.9793270739562212
-10.8	-1.1863556266191477
-10.7	-1.4272150432680581
-10.6	-1.7054709366689158
-10.5	-2.024777279778456
-10.4	-2.388858835070111
-10.3	-2.801501340288263
-10.2	-3.2665519969672663
-10.1	-3.787932498211743
-10.0	-4.369666299946423
-9.9	-5.0159210696221646
-9.8	-5.731066229310154
-9.7	-6.519744247015508
-9.6	-7.386952836284493
-9.5	-8.338133536369677
-9.4	-9.379260328762003
-9.3	-10.516920102225452
-9.2	-11.758375050042378
-9.1	-13.111595654105654
-9.0	-14.585252000719839
-8.9	-16.188651024414188
-8.8	-17.931608130169177
-8.7	-19.824243711921234
-8.6	-21.876698510198686
-8.5	-24.098766574518212
-8.4	-26.499450719177833
-8.3	-29.08645252438481
-8.2	-31.865616706421235
-8.1	-34.84035746714998
-8.0	-38.01110151197329
-7.9	-41.37478800000278
-7.8	-44.924468965670506
-7.7	-48.649054022085636
-7.6	-52.53323990066386
-7.5	-56.55765834551339
-7.4	-60.699265148258235
-7.3	-64.93197913827626
-7.2	-69.22756356886718
-7.1	-73.55672472818543
-7.0	-77.89038516736184
-6.9	-82.20107321195493
-6.8	-86.46435791373791
-6.7	-90.6602506261007
-6.6	-94.77449192464242
-6.5	-98.79964615366569
-6.4	-102.73593541936604
-6.3	-106.59175975861022
-6.2	-110.38386934319152
-6.1	-114.13717635820899
-6.0	-117.88421677035805
-5.9	-121.66429364487192
-5.8	-125.52235216676439
-5.7	-129.50765057436115
-5.6	-133.67229979170466
-5.5	-138.06974719234952
-5.4	-142.75327678425106
-5.3	-147.77458988190165
-5.2	-153.18251819567467
-5.1	-159.0219066933711
-5.0	-165.3326881720048
-4.9	-172.14915675094917
-4.8	-179.49943476146146
-4.7	-187.40511770464303
-4.6	-195.88107559251605
-4.5	-204.93538614428869
-4.4	-214.56937565196264
-4.3	-224.77774621418797
-4.2	-235.5487726285362
-4.1	-246.86455762355195
-4.0	-258.7013394446837
-3.9	-271.029850363196
-3.8	-283.81572793553397
-3.7	-297.01998250751154
-3.6	-310.59952445556684
-3.5	-324.5077530941616
-3.4	-338.6952063035113
-3.3	-353.1102660894735
-3.2	-367.6999108727553
-3.1	-382.4105007365388
-3.0	-397.18857755618023
-2.9	-411.98165829743164
-2.8	-426.73899717865515
-2.7	-441.4122911863514
-2.6	-455.9563038867061
-2.5	-470.329384767068
-2.4	-484.49386551749984
-2.3	-498.4163206054575
-2.2	-512.0676868951036
-2.1	-525.423245416107
-2.0	-538.4624770195937
-1.9	-551.1688117821446
-1.8	-563.5292988027836
-1.7	-575.534227713958
-1.6	-587.1767351886574
-1.5	-598.4524286213333
-1.4	-609.359054957943
-1.3	-619.8962356720948
-1.2	-630.0652797825041
-1.1	-639.8690765083978
-1.0	-649.3120587640002
-0.9	-658.4002193485924
-0.8	-667.1411544544443
-0.7	-675.5441048382455
-0.6	-683.6199642150318
-0.5	-691.3812272843451
-0.4	-698.8418560366805
-0.3	-706.0170519802631
-0.2	-712.9229327312668
-0.1	-719.576122864769
0.0	-725.9932797794438
0.1	-732.1905843725588
0.2	-738.1832325082975
0.3	-743.9849658264579
0.4	-749.6076789837452
0.5	-755.061134972439
0.6	-760.3528111855476
0.7	-765.487887261323
0.8	-770.4693726476287
0.9	-775.2983586911375
1.0	-779.9743683622602
1.1	-784.4957678538892
1.2	-788.8601993465201
1.3	-793.0649938994952
1.4	-797.1075278532682
1.5	-800.9854948714494
1.6	-804.6970778063306
1.7	-808.2410184581283
1.8	-811.6165972397893
1.9	-814.8235468981827
2.0	-817.8619330952436
2.1	-820.7320385500576
2.2	-823.4342859292433
2.3	-825.9692278293513
2.4	-828.3376208634809
2.5	-830.5405865582097
2.6	-832.579846487219
2.7	-834.4580050277418
2.8	-836.178842441079
2.9	-837.7475753573979
3.0	-839.1710422188992
3.1	-840.4577779979722
3.2	-841.6179548459227
3.3	-842.6631817118836
3.4	-843.6061742488506
3.5	-844.4603240018515
3.6	-845.2392104879576
3.7	-845.9561092164728
3.8	-846.6235515194011
3.9	-847.2529876920744
4.0	-847.8545937668473
4.1	-848.4372455456065
4.2	-849.0086633318398
4.3	-849.5757096130969
4.4	-850.1448023815998
4.5	-850.7223912571193
4.6	-851.3154340081218
4.7	-851.9318086202654
4.8	-852.5806010469679
4.9	-853.2722206277239
5.0	-854.018312527945
5.1	-854.8314575121435
5.2	-855.7246716256856
5.3	-856.7107395854775
5.4	-857.8014337036395
5.5	-859.0066832353898
5.6	-860.3337659642361
5.7	-861.7865940669799
5.8	-863.3651599540708
5.9	-865.0651955667078
6.0	-866.8780817406346
6.1	-868.7910242819733
6.2	-870.7874921046792
6.3	-872.8478919658182
6.4	-874.9504357181112
6.5	-877.0721410737661
6.6	-879.1898968103698
6.7	-881.2815189245019
6.8	-883.3267257712484
6.9	-885.307967566409
7.0	-887.2110581478265
7.1	-889.0255735275251
7.2	-890.7450010884361
7.3	-892.3666435910812
7.4	-893.8913016279564
7.5	-895.3227750065414
7.6	-896.667236162923
7.7	-897.9325358973247
7.8	-899.1275027908132
7.9	-900.2612925440512
8.0	-901.3428327788191
8.1	-902.3803937883519
8.2	-903.3812980647452
8.3	-904.3517632473596
8.4	-905.2968566045481
8.5	-906.2205262856098
8.6	-907.1256669543677
8.7	-908.0141759895687
8.8	-908.8869614020889
8.9	-909.7438733429196
9.0	-910.5835461914435
9.1	-911.4031557554442
9.2	-912.19811379047
9.3	-912.9617375052796
9.4	-913.6849428729399
9.5	-914.3560158446085
9.6	-914.9605141238609
9.7	-915.4813439918339
9.8	-915.8990425940996
9.9	-916.1922776418526
10.0	-916.3385556904833
10.1	-916.3151093419544
10.2	-916.0999151468527
10.3	-915.672779630459
10.4	-915.0164221858763
10.5	-914.1174813542683
10.6	-912.9673753062801
10.7	-911.5629575293681
10.8	-909.9069236111479
10.9	-908.0079429945524
11.0	-905.8805088670631
11.1	-903.5445181589104
11.2	-901.0246103774836
11.3	-898.349307462
11.4	-895.550006202073
11.5	-892.6598796843853
11.6	-889.7127448281711
11.7	-886.7419498210982
11.8	-883.7793289505549
11.9	-880.8542638725772
12.0	-877.992880772906
12.1	-875.2174030961087
12.2	-872.5456703571687
12.3	-869.9908256173746
12.4	-867.5611678694028
12.5	-865.2601609545318
12.6	-863.0865876117102
12.7	-861.0348355162671
12.8	-859.0953012505195
12.9	-857.2548975417494
13.0	-855.4976483037249
13.1	-853.8053546306522
13.2	-852.1583127015879
13.3	-850.536061569802
13.4	-848.9181353090935
13.5	-847.2847904725779
13.6	-845.617676987315
13.7	-843.9004192450677
13.8	-842.1190750200292
13.9	-840.2624435536364
14.0	-838.3222010230643
14.1	-836.2928516041985
14.2	-834.1714949798209
14.3	-831.9574255290369
14.4	-829.651593314188
14.5	-827.2559708624342
14.6	-824.7728810550163
14.7	-822.204348723702
14.8	-819.5515406379651
14.9	-816.8143547093447
15.0	-813.9912092579075
15.1	-811.0790674987143
15.2	-808.0737120273697
15.3	-804.9702605613436
15.4	-801.7638894855967
15.5	-798.4507080867393
15.6	-795.0287060537605
15.7	-791.4986821033117
15.8	-787.8650544007667
15.9	-784.1364552871208
16.0	-780.3260245550771
16.1	-776.4513372373749
16.2	-772.533932773722
16.3	-768.5984507284277
16.4	-764.6714211631225
16.5	-760.7798016270226
16.6	-756.949393059001
16.7	-753.2032987974891
16.8	-749.5606094379888
16.9	-746.0354970430567
17.0	-742.6368818943856
17.1	-739.3687920165996
17.2	-736.23147082045
17.3	-733.2232048126259
17.4	-730.3427476201399
17.5	-727.5921174304619
17.6	-724.9794532696586
17.7	-722.5215433770879
17.8	-720.2455981962612
17.9	-718.1898414867195
18.0	-716.4025429181658
18.1	-714.93921683155
18.2	-713.8578616412733
18.3	-713.2123034899706
18.4	-713.0439212227842
18.5	-713.3722475276674
18.6	-714.1851399651207
18.7	-715.4293714717508
18.8	-717.0025805280384
18.9	-718.7475290093195
19.0	-720.4495305721614
19.1	-721.8377332807189
19.2	-722.5906763015187
19.3	-722.3462111877526
19.4	-720.715511465269
19.5	-717.3005238937708
19.6	-711.7138774389699
19.7	-703.5999967374705
19.8	-692.6559952688466
19.9	-678.650870140395
