-20.0	-678.650870140395
-19.9	-661.4415942857725
-19.8	-640.9848990157438
-19.7	-617.3438435936532
-19.6	-590.688651233763
-19.5	-561.2917170899111
-19.4	-529.5171238551596
-19.3	-495.80539530141414
-19.2	-460.6545427621336
-19.1	-424.5986876147469
-19.0	-388.18565825470426
-18.9	-351.9549586322805
-18.8	-316.4173944293301
-18.7	-282.0374396685489
-18.6	-249.2191557127715
-18.5	-218.29616525492577
-18.4	-189.5258659642809
-18.3	-163.0877696552178
-18.2	-139.08559608895098
-18.1	-117.55255215170165
-18.0	-98.45909612638984
-17.9	-81.72242472323644
-17.8	-67.21692263144861
-17.7	-54.78487073621954
-17.6	-44.24680665829179
-17.5	-35.41105528675521
-17.4	-28.082083049418983
-17.3	-22.067464904199028
-17.2	-17.183377035820385
-17.1	-13.258633600539417
-17.0	-10.137368271124503
-16.9	-7.680519347573367
-16.8	-5.766311748284956
-16.7	-4.2899429788134436
-16.6	-3.1626769999736606
-16.5	-2.310534093453074
-16.4	-1.67274064730318
-16.3	-1.2000741532132777
-16.2	-0.8532088733275228
-16.1	-0.6011390811937832
-16.0	-0.4197312141784192
-15.9	-0.29043468416205453
-15.8	-0.19916387186026466
-15.7	-0.1353509108633063
-15.6	-0.09115986635889592
-15.5	-0.06084725818600589
-15.4	-0.04025091493065836
-15.3	-0.026388221741434927
-15.2	-0.01714534110170867
-15.1	-0.011040431978970373
-15.0	-0.007045858494361519
-14.9	-0.0044565551346629866
-14.8	-0.0027938836779416165
-14.7	-0.0017363368322066933
-14.6	-0.0010702357418882161
-14.5	-0.0006550991850687178
-14.4	-0.00039962921648315994
-14.3	-0.00024527897449841667
-14.2	-0.00015517220368472655
-14.1	-0.00010676417058188107
-14.0	-8.710369867216869e-05
-13.9	-8.990717027837604e-05
-13.8	-0.00011391478582923226
-13.7	-0.0001621899330770838
-13.6	-0.00024216256403301935
-13.5	-0.0003663212661704358
-13.4	-0.0005535368800878575
-13.3	-0.0008310605719477021
-13.2	-0.0012372860870204442
-13.1	-0.0018254021427350857
-13.0	-0.0026680873708826323
-12.9	-0.0038634161901894746
-12.8	-0.005542147625024701
-12.7	-0.007876557748948673
-12.6	-0.011090947156170252
-12.5	-0.015473904873985795
-12.4	-0.02139233743887373
-12.3	-0.02930717591752891
-12.2	-0.0397905559862514
-12.1	-0.05354413094307348
